id,tipo,descripcion,valor,fecha_creacion,activo
655.0,POR_MES,tarifa estándar para moto,134804.0,2026-06-12,False
366.0,POR_DIA,tarifa estándar para bicicleta,39870.0,2026-06-26,True
261.0,POR_DIA,tarifa estándar para moto,209545.0,2026-02-10,True
125.0,POR_MES,tarifa estándar para camioneta,97396.0,2026-02-23,False
916.0,POR_HORA,tarifa estándar para carro,99666.0,2026-01-08,True
567.0,POR_HORA,tarifa estándar para camioneta,242991.0,2026-01-01,True
803.0,POR_MES,tarifa estándar para carro,38741.0,2026-05-16,True
761.0,POR_DIA,tarifa estándar para camioneta,188880.0,2026-05-20,False
956.0,POR_DIA,tarifa estándar para camioneta,228843.0,2026-06-23,True
284.0,POR_MES,tarifa estándar para moto,159097.0,2026-03-02,False
370.0,POR_DIA,tarifa estándar para camioneta,45100.0,2026-05-09,False
777.0,POR_DIA,tarifa estándar para moto,33720.0,2026-05-21,False
154.0,POR_HORA,tarifa estándar para camioneta,150990.0,2026-01-01,True
232.0,POR_HORA,tarifa estándar para camioneta,181713.0,2026-01-10,True
504.0,POR_MES,tarifa estándar para moto,159338.0,2026-06-25,False
981.0,POR_MES,tarifa estándar para bicicleta,39685.0,2026-02-17,False
648.0,POR_DIA,tarifa estándar para camioneta,197510.0,2026-03-18,True
986.0,POR_DIA,tarifa estándar para camioneta,182862.0,2026-04-08,False
178.0,POR_HORA,tarifa estándar para bicicleta,45324.0,2026-01-28,False
448.0,POR_MES,tarifa estándar para moto,193142.0,2026-02-26,False
250.0,POR_DIA,tarifa estándar para moto,220433.0,2026-04-03,False
777.0,POR_HORA,tarifa estándar para camioneta,170454.0,2026-06-23,True
963.0,POR_HORA,tarifa estándar para carro,184869.0,2026-01-01,False
153.0,POR_DIA,tarifa estándar para bicicleta,165306.0,2026-04-25,True
128.0,POR_DIA,tarifa estándar para moto,187107.0,2026-04-17,True
270.0,POR_HORA,tarifa estándar para camioneta,206016.0,2026-01-01,False
335.0,POR_MES,tarifa estándar para moto,45065.0,2026-02-20,False
90.0,POR_DIA,tarifa estándar para bicicleta,12624.0,2026-05-02,False
489.0,POR_DIA,tarifa estándar para bicicleta,33058.0,2026-01-01,False
722.0,POR_DIA,tarifa estándar para camioneta,185324.0,2026-05-06,False
799.0,POR_MES,tarifa estándar para camioneta,112027.0,2026-04-27,True
496.0,POR_HORA,tarifa estándar para bicicleta,56597.0,2026-02-28,False
712.0,POR_DIA,tarifa estándar para camioneta,102766.0,2026-01-10,False
855.0,POR_HORA,tarifa estándar para carro,206466.0,2026-05-21,False
296.0,POR_MES,tarifa estándar para bicicleta,120402.0,2026-05-15,True
215.0,POR_HORA,tarifa estándar para camioneta,116430.0,2026-05-01,True
227.0,POR_HORA,tarifa estándar para carro,194519.0,2026-04-06,False
526.0,POR_HORA,tarifa estándar para moto,65398.0,2026-02-22,False
922.0,POR_MES,tarifa estándar para bicicleta,24937.0,2026-05-07,True
286.0,POR_HORA,tarifa estándar para camioneta,203304.0,2026-03-26,True
367.0,POR_DIA,tarifa estándar para camioneta,145758.0,2026-06-10,True
498.0,POR_HORA,tarifa estándar para camioneta,46991.0,2026-01-01,False
166.0,POR_DIA,tarifa estándar para camioneta,245269.0,2026-04-25,True
39.0,POR_DIA,tarifa estándar para moto,224920.0,2026-05-11,True
544.0,POR_HORA,tarifa estándar para moto,24444.0,2026-01-20,False
519.0,POR_MES,tarifa estándar para bicicleta,131355.0,2026-05-05,False
436.0,POR_HORA,tarifa estándar para camioneta,82851.0,2026-01-01,False
38.0,POR_MES,tarifa estándar para carro,98447.0,2026-01-23,True
233.0,POR_MES,tarifa estándar para moto,237944.0,2026-02-22,True
131.0,POR_MES,tarifa estándar para camioneta,106610.0,2026-01-06,True
92.0,POR_DIA,tarifa estándar para carro,218587.0,2026-05-22,False
92.0,POR_HORA,tarifa estándar para moto,20495.0,2026-01-01,False
354.0,POR_HORA,tarifa estándar para bicicleta,158705.0,2026-05-22,True
408.0,POR_MES,tarifa estándar para carro,95515.0,2026-04-15,True
917.0,POR_MES,tarifa estándar para carro,129662.0,2026-02-01,False
87.0,POR_HORA,tarifa estándar para bicicleta,211922.0,2026-01-01,False
777.0,POR_HORA,tarifa estándar para moto,28966.0,2026-02-25,True
334.0,POR_HORA,tarifa estándar para carro,171106.0,2026-06-22,False
44.0,POR_DIA,tarifa estándar para bicicleta,77623.0,2026-01-01,True
598.0,POR_DIA,tarifa estándar para camioneta,243566.0,2026-03-29,True
438.0,POR_DIA,tarifa estándar para moto,22580.0,2026-03-07,True
472.0,POR_MES,tarifa estándar para bicicleta,151265.0,2026-03-08,True
687.0,POR_HORA,tarifa estándar para carro,156405.0,2026-01-01,True
311.0,POR_HORA,tarifa estándar para bicicleta,99732.0,2026-03-15,False
341.0,POR_MES,tarifa estándar para moto,33064.0,2026-03-20,False
85.0,POR_HORA,tarifa estándar para camioneta,166901.0,2026-01-01,False
230.0,POR_HORA,tarifa estándar para moto,46342.0,2026-03-08,True
285.0,POR_DIA,tarifa estándar para camioneta,218439.0,2026-04-19,False
743.0,POR_MES,tarifa estándar para bicicleta,162438.0,2026-06-17,False
971.0,POR_MES,tarifa estándar para moto,189952.0,2026-04-13,False
104.0,POR_HORA,tarifa estándar para camioneta,37677.0,2026-04-15,True
322.0,POR_HORA,tarifa estándar para camioneta,109627.0,2026-05-05,True
410.0,POR_DIA,tarifa estándar para moto,18193.0,2026-01-01,False
406.0,POR_MES,tarifa estándar para camioneta,57093.0,2026-01-03,True
78.0,POR_DIA,tarifa estándar para bicicleta,135139.0,2026-05-27,True
412.0,POR_MES,tarifa estándar para bicicleta,44410.0,2026-01-01,True
218.0,POR_DIA,tarifa estándar para carro,137969.0,2026-03-20,False
90.0,POR_HORA,tarifa estándar para bicicleta,203207.0,2026-01-09,False
283.0,POR_DIA,tarifa estándar para carro,11256.0,2026-01-31,False
117.0,POR_DIA,tarifa estándar para bicicleta,219122.0,2026-04-03,True
248.0,POR_DIA,tarifa estándar para camioneta,153120.0,2026-01-20,True
646.0,POR_DIA,tarifa estándar para camioneta,3966.0,2026-01-07,True
806.0,POR_MES,tarifa estándar para moto,29146.0,2026-05-26,True
228.0,POR_MES,tarifa estándar para camioneta,71282.0,2026-05-16,False
926.0,POR_HORA,tarifa estándar para camioneta,206025.0,2026-01-01,True
954.0,POR_HORA,tarifa estándar para camioneta,190333.0,2026-02-04,False
722.0,POR_DIA,tarifa estándar para camioneta,157215.0,2026-01-01,False
334.0,POR_HORA,tarifa estándar para camioneta,95170.0,2026-01-24,False
449.0,POR_MES,tarifa estándar para camioneta,146183.0,2026-05-22,True
671.0,POR_DIA,tarifa estándar para camioneta,16768.0,2026-01-01,False
327.0,POR_MES,tarifa estándar para bicicleta,229178.0,2026-01-30,False
762.0,POR_HORA,tarifa estándar para carro,19568.0,2026-01-01,False
827.0,POR_HORA,tarifa estándar para camioneta,210078.0,2026-05-03,True
830.0,POR_MES,tarifa estándar para camioneta,52813.0,2026-06-30,False
733.0,POR_HORA,tarifa estándar para moto,15131.0,2026-05-27,True
204.0,POR_HORA,tarifa estándar para carro,5062.0,2026-01-28,True
656.0,POR_MES,tarifa estándar para carro,150922.0,2026-04-28,True
13.0,POR_HORA,tarifa estándar para carro,107242.0,2026-01-03,False
635.0,POR_DIA,tarifa estándar para carro,113998.0,2026-02-18,False
651.0,POR_MES,tarifa estándar para bicicleta,11350.0,2026-01-05,True
223.0,POR_MES,tarifa estándar para moto,106646.0,2026-04-28,True
887.0,POR_MES,tarifa estándar para moto,54756.0,2026-02-15,False
361.0,POR_DIA,tarifa estándar para bicicleta,163632.0,2026-04-04,True
766.0,POR_HORA,tarifa estándar para bicicleta,130606.0,2026-03-28,True
546.0,POR_DIA,tarifa estándar para moto,240518.0,2026-02-08,False
482.0,POR_MES,tarifa estándar para carro,228373.0,2026-05-25,True
788.0,POR_HORA,tarifa estándar para camioneta,77615.0,2026-03-31,False
245.0,POR_HORA,tarifa estándar para moto,240966.0,2026-06-07,False
447.0,POR_MES,tarifa estándar para moto,106150.0,2026-01-01,False
533.0,POR_MES,tarifa estándar para bicicleta,202116.0,2026-03-15,False
913.0,POR_MES,tarifa estándar para bicicleta,18437.0,2026-03-28,True
966.0,POR_DIA,tarifa estándar para bicicleta,121008.0,2026-02-26,False
2.0,POR_DIA,tarifa estándar para bicicleta,96333.0,2026-05-30,False
534.0,POR_MES,tarifa estándar para camioneta,14472.0,2026-01-02,True
964.0,POR_DIA,tarifa estándar para bicicleta,95322.0,2026-01-01,False
249.0,POR_HORA,tarifa estándar para camioneta,223628.0,2026-05-15,False
804.0,POR_MES,tarifa estándar para moto,197419.0,2026-05-01,True
639.0,POR_HORA,tarifa estándar para carro,105630.0,2026-01-09,True
680.0,POR_MES,tarifa estándar para bicicleta,26417.0,2026-01-01,True
508.0,POR_HORA,tarifa estándar para bicicleta,2291.0,2026-03-01,False
578.0,POR_HORA,tarifa estándar para moto,158581.0,2026-01-14,False
779.0,POR_MES,tarifa estándar para camioneta,102358.0,2026-01-01,False
673.0,POR_DIA,tarifa estándar para moto,191259.0,2026-04-03,False
500.0,POR_MES,tarifa estándar para camioneta,49343.0,2026-01-01,False
153.0,POR_DIA,tarifa estándar para bicicleta,183026.0,2026-01-28,False
281.0,POR_MES,tarifa estándar para bicicleta,96139.0,2026-01-09,True
120.0,POR_MES,tarifa estándar para moto,110113.0,2026-02-02,True
643.0,POR_DIA,tarifa estándar para camioneta,238457.0,2026-06-20,False
442.0,POR_MES,tarifa estándar para camioneta,28342.0,2026-03-26,True
7.0,POR_HORA,tarifa estándar para bicicleta,28153.0,2026-05-10,True
436.0,POR_MES,tarifa estándar para bicicleta,38342.0,2026-05-25,True
361.0,POR_DIA,tarifa estándar para bicicleta,89243.0,2026-03-06,False
249.0,POR_HORA,tarifa estándar para bicicleta,79689.0,2026-05-29,True
999.0,POR_DIA,tarifa estándar para bicicleta,87014.0,2026-01-01,True
559.0,POR_DIA,tarifa estándar para carro,216538.0,2026-01-01,True
328.0,POR_DIA,tarifa estándar para bicicleta,163106.0,2026-04-05,True
522.0,POR_DIA,tarifa estándar para carro,201218.0,2026-01-08,False
643.0,POR_HORA,tarifa estándar para moto,81178.0,2026-03-24,False
548.0,POR_MES,tarifa estándar para camioneta,57110.0,2026-01-06,False
363.0,POR_DIA,tarifa estándar para camioneta,133207.0,2026-01-26,False
562.0,POR_HORA,tarifa estándar para carro,91481.0,2026-03-27,False
930.0,POR_MES,tarifa estándar para carro,39049.0,2026-05-01,True
887.0,POR_HORA,tarifa estándar para camioneta,46815.0,2026-01-01,False
49.0,POR_HORA,tarifa estándar para bicicleta,13280.0,2026-05-28,True
485.0,POR_DIA,tarifa estándar para moto,182535.0,2026-01-11,True
887.0,POR_HORA,tarifa estándar para carro,93131.0,2026-05-22,True
4.0,POR_DIA,tarifa estándar para camioneta,57540.0,2026-03-28,False
291.0,POR_DIA,tarifa estándar para camioneta,133982.0,2026-04-02,True
517.0,POR_DIA,tarifa estándar para moto,95400.0,2026-06-20,True
556.0,POR_MES,tarifa estándar para bicicleta,238166.0,2026-06-02,False
366.0,POR_MES,tarifa estándar para bicicleta,145495.0,2026-01-05,False
309.0,POR_HORA,tarifa estándar para bicicleta,12341.0,2026-04-02,False
874.0,POR_HORA,tarifa estándar para moto,151625.0,2026-03-25,False
966.0,POR_DIA,tarifa estándar para moto,33507.0,2026-01-11,True
601.0,POR_MES,tarifa estándar para bicicleta,42289.0,2026-02-05,False
381.0,POR_MES,tarifa estándar para camioneta,183164.0,2026-04-06,False
404.0,POR_MES,tarifa estándar para camioneta,133785.0,2026-06-11,False
871.0,POR_MES,tarifa estándar para moto,83189.0,2026-06-09,False
343.0,POR_MES,tarifa estándar para carro,85573.0,2026-05-17,False
972.0,POR_HORA,tarifa estándar para bicicleta,11270.0,2026-01-04,False
323.0,POR_DIA,tarifa estándar para bicicleta,128850.0,2026-01-01,True
12.0,POR_MES,tarifa estándar para camioneta,237128.0,2026-05-06,False
687.0,POR_MES,tarifa estándar para camioneta,155514.0,2026-02-25,True
643.0,POR_MES,tarifa estándar para bicicleta,191700.0,2026-06-25,False
423.0,POR_DIA,tarifa estándar para moto,184499.0,2026-04-05,False
562.0,POR_HORA,tarifa estándar para moto,108726.0,2026-01-01,True
113.0,POR_MES,tarifa estándar para camioneta,99991.0,2026-03-25,True
607.0,POR_MES,tarifa estándar para camioneta,194411.0,2026-02-01,False
880.0,POR_DIA,tarifa estándar para camioneta,125100.0,2026-01-01,True
322.0,POR_DIA,tarifa estándar para bicicleta,77249.0,2026-04-18,False
27.0,POR_MES,tarifa estándar para carro,201830.0,2026-01-08,False
577.0,POR_DIA,tarifa estándar para carro,16803.0,2026-03-18,False
658.0,POR_DIA,tarifa estándar para carro,82326.0,2026-05-04,True
126.0,POR_DIA,tarifa estándar para bicicleta,225893.0,2026-01-02,True
23.0,POR_HORA,tarifa estándar para bicicleta,27664.0,2026-01-31,True
485.0,POR_HORA,tarifa estándar para moto,57861.0,2026-06-27,False
617.0,POR_HORA,tarifa estándar para camioneta,14305.0,2026-03-29,True
172.0,POR_DIA,tarifa estándar para camioneta,77407.0,2026-03-21,True
682.0,POR_MES,tarifa estándar para carro,37648.0,2026-05-24,False
840.0,POR_MES,tarifa estándar para bicicleta,105893.0,2026-01-01,False
672.0,POR_HORA,tarifa estándar para carro,42439.0,2026-03-08,True
416.0,POR_MES,tarifa estándar para bicicleta,22834.0,2026-06-02,False
779.0,POR_DIA,tarifa estándar para moto,40348.0,2026-03-15,False
496.0,POR_MES,tarifa estándar para camioneta,57708.0,2026-05-13,True
241.0,POR_DIA,tarifa estándar para bicicleta,155653.0,2026-01-01,True
561.0,POR_MES,tarifa estándar para carro,102370.0,2026-02-22,False
541.0,POR_DIA,tarifa estándar para bicicleta,64849.0,2026-05-14,True
32.0,POR_HORA,tarifa estándar para carro,51191.0,2026-03-18,True
901.0,POR_MES,tarifa estándar para camioneta,90956.0,2026-01-01,False
268.0,POR_HORA,tarifa estándar para camioneta,15201.0,2026-04-09,True
408.0,POR_DIA,tarifa estándar para camioneta,67444.0,2026-04-23,True
731.0,POR_MES,tarifa estándar para bicicleta,137902.0,2026-06-01,False
31.0,POR_MES,tarifa estándar para carro,21574.0,2026-05-18,True
265.0,POR_DIA,tarifa estándar para bicicleta,220381.0,2026-03-11,True
437.0,POR_MES,tarifa estándar para moto,221657.0,2026-01-01,False
637.0,POR_DIA,tarifa estándar para moto,157822.0,2026-06-13,True
763.0,POR_HORA,tarifa estándar para camioneta,231705.0,2026-01-19,True
363.0,POR_DIA,tarifa estándar para carro,181499.0,2026-03-09,True
672.0,POR_MES,tarifa estándar para camioneta,37088.0,2026-01-21,False
474.0,POR_HORA,tarifa estándar para bicicleta,91956.0,2026-02-28,False
354.0,POR_MES,tarifa estándar para carro,197469.0,2026-04-21,True
864.0,POR_DIA,tarifa estándar para moto,237083.0,2026-01-21,True
451.0,POR_HORA,tarifa estándar para carro,25484.0,2026-05-17,True
592.0,POR_HORA,tarifa estándar para carro,182345.0,2026-04-26,True
404.0,POR_MES,tarifa estándar para carro,33049.0,2026-03-03,True
4.0,POR_DIA,tarifa estándar para carro,20453.0,2026-01-09,False
810.0,POR_DIA,tarifa estándar para bicicleta,81490.0,2026-01-25,True
867.0,POR_HORA,tarifa estándar para bicicleta,215266.0,2026-06-27,True
2.0,POR_MES,tarifa estándar para moto,238089.0,2026-01-01,False
613.0,POR_HORA,tarifa estándar para bicicleta,144601.0,2026-03-21,False
1.0,POR_DIA,tarifa estándar para carro,53971.0,2026-05-21,True
793.0,POR_MES,tarifa estándar para carro,42889.0,2026-01-01,False
601.0,POR_HORA,tarifa estándar para carro,229812.0,2026-01-01,False
658.0,POR_DIA,tarifa estándar para camioneta,232962.0,2026-02-15,True
192.0,POR_MES,tarifa estándar para camioneta,132572.0,2026-06-02,True
598.0,POR_HORA,tarifa estándar para carro,218964.0,2026-01-01,False
782.0,POR_MES,tarifa estándar para carro,17215.0,2026-01-01,False
652.0,POR_HORA,tarifa estándar para camioneta,47350.0,2026-05-24,False
607.0,POR_DIA,tarifa estándar para carro,217374.0,2026-02-28,True
657.0,POR_MES,tarifa estándar para moto,215163.0,2026-06-26,False
573.0,POR_MES,tarifa estándar para carro,221663.0,2026-02-26,False
673.0,POR_DIA,tarifa estándar para moto,5596.0,2026-01-11,False
629.0,POR_HORA,tarifa estándar para carro,157694.0,2026-03-06,True
912.0,POR_HORA,tarifa estándar para bicicleta,89508.0,2026-01-06,False
673.0,POR_HORA,tarifa estándar para carro,144299.0,2026-02-13,False
216.0,POR_HORA,tarifa estándar para bicicleta,85516.0,2026-01-01,True
261.0,POR_DIA,tarifa estándar para carro,148448.0,2026-03-07,False
696.0,POR_DIA,tarifa estándar para bicicleta,7092.0,2026-01-24,False
70.0,POR_MES,tarifa estándar para bicicleta,107352.0,2026-03-10,True
10.0,POR_HORA,tarifa estándar para bicicleta,168135.0,2026-03-18,True
367.0,POR_MES,tarifa estándar para carro,85287.0,2026-06-13,True
374.0,POR_DIA,tarifa estándar para bicicleta,78541.0,2026-04-19,True
